ID,Distance,Variety,,,,,,,,,,,,,,
511,0.279795918,KRAB,,,,,,,,,,,,,,
512,0.345204082,KRAB,,,,,,,,,,,,,,
513,0.427142857,KRAB,,,,,,,,,,,,,,
514,0.248163265,KRAB,,,,,,,,,,,,,,
515,0.233979592,PASJA_POMORSKA,,,,,,,,,,,,,,
516,0.258571429,PASJA_POMORSKA,,,,,,,,,,,,,,
517,0.25244898,PASJA_POMORSKA,,,,,,,,,,,,,,
518,0.246326531,PASJA_POMORSKA,,,,,,,,,,,,,,
519,0.254897959,PASJA_POMORSKA,,,,,,,,,,,,,,
520,0.228469388,PASJA_POMORSKA,,,,,,,,,,,,,,
521,0.246020408,PASJA_POMORSKA,,,,,,,,,,,,,,
522,0.259795918,PASJA_POMORSKA,,,,,,,,,,,,,,
523,0.265510204,PASJA_POMORSKA,,,,,,,,,,,,,,
524,0.319591837,PASJA_POMORSKA,,,,,,,,,,,,,,
525,0.248367347,PASJA_POMORSKA,,,,,,,,,,,,,,
526,0.255204082,PASJA_POMORSKA,,,,,,,,,,,,,,
527,0.287346939,PASJA_POMORSKA,,,,,,,,,,,,,,
528,0.252142857,PASJA_POMORSKA,,,,,,,,,,,,,,
529,0.274897959,PASJA_POMORSKA,,,,,,,,,,,,,,
530,0.297959184,PASJA_POMORSKA,,,,,,,,,,,,,,
531,0.322755102,PASJA_POMORSKA,,,,,,,,,,,,,,
532,0.284387755,PASJA_POMORSKA,,,,,,,,,,,,,,
533,0.272857143,PASJA_POMORSKA,,,,,,,,,,,,,,
534,0.279285714,PASJA_POMORSKA,,,,,,,,,,,,,,
535,0.297346939,PASJA_POMORSKA,,,,,,,,,,,,,,
536,0.294183673,PASJA_POMORSKA,,,,,,,,,,,,,,
537,0.285408163,PASJA_POMORSKA,,,,,,,,,,,,,,
538,0.310918367,PASJA_POMORSKA,,,,,,,,,,,,,,
539,0.272959184,PASJA_POMORSKA,,,,,,,,,,,,,,
540,0.337346939,PASJA_POMORSKA,,,,,,,,,,,,,,
541,0.272142857,PASJA_POMORSKA,,,,,,,,,,,,,,
542,0.296122449,PASJA_POMORSKA,,,,,,,,,,,,,,
543,0.302346939,PASJA_POMORSKA,,,,,,,,,,,,,,
544,0.29377551,PASJA_POMORSKA,,,,,,,,,,,,,,
545,0.28255102,PASJA_POMORSKA,,,,,,,,,,,,,,
546,0.290510204,PASJA_POMORSKA,,,,,,,,,,,,,,
547,0.318061224,PASJA_POMORSKA,,,,,,,,,,,,,,
548,0.230816327,PASJA_POMORSKA,,,,,,,,,,,,,,
549,0.214897959,PASJA_POMORSKA,,,,,,,,,,,,,,
550,0.225,PASJA_POMORSKA,,,,,,,,,,,,,,
551,0.26377551,PASJA_POMORSKA,,,,,,,,,,,,,,
552,0.225,PASJA_POMORSKA,,,,,,,,,,,,,,
553,0.289897959,PASJA_POMORSKA,,,,,,,,,,,,,,
554,0.239183673,PASJA_POMORSKA,,,,,,,,,,,,,,
555,0.291530612,PASJA_POMORSKA,,,,,,,,,,,,,,
556,0.253979592,PASJA_POMORSKA,,,,,,,,,,,,,,
557,0.273265306,PASJA_POMORSKA,,,,,,,,,,,,,,
558,0.260510204,PASJA_POMORSKA,,,,,,,,,,,,,,
559,0.25877551,PASJA_POMORSKA,,,,,,,,,,,,,,
560,0.255408163,PASJA_POMORSKA,,,,,,,,,,,,,,
561,0.280612245,PASJA_POMORSKA,,,,,,,,,,,,,,
562,0.280816327,PASJA_POMORSKA,,,,,,,,,,,,,,
563,0.212244898,PASJA_POMORSKA,,,,,,,,,,,,,,
564,0.241530612,PASJA_POMORSKA,,,,,,,,,,,,,,
565,0.306530612,PASJA_POMORSKA,,,,,,,,,,,,,,
566,0.284693878,PASJA_POMORSKA,,,,,,,,,,,,,,
567,0.32255102,PASJA_POMORSKA,,,,,,,,,,,,,,
568,0.250102041,PASJA_POMORSKA,,,,,,,,,,,,,,
569,0.314285714,PASJA_POMORSKA,,,,,,,,,,,,,,
570,0.270918367,PASJA_POMORSKA,,,,,,,,,,,,,,
571,0.305,PASJA_POMORSKA,,,,,,,,,,,,,,
572,0.288061224,PASJA_POMORSKA,,,,,,,,,,,,,,
573,0.267653061,PASJA_POMORSKA,,,,,,,,,,,,,,
574,0.256122449,PASJA_POMORSKA,,,,,,,,,,,,,,
575,0.252346939,PASJA_POMORSKA,,,,,,,,,,,,,,
576,0.262857143,PASJA_POMORSKA,,,,,,,,,,,,,,
577,0.241836735,PASJA_POMORSKA,,,,,,,,,,,,,,
578,0.281530612,PASJA_POMORSKA,,,,,,,,,,,,,,
579,0.223877551,PASJA_POMORSKA,,,,,,,,,,,,,,
580,0.306428571,PASJA_POMORSKA,,,,,,,,,,,,,,
581,0.216020408,PASJA_POMORSKA,,,,,,,,,,,,,,
582,0.27622449,PASJA_POMORSKA,,,,,,,,,,,,,,
583,0.275204082,PASJA_POMORSKA,,,,,,,,,,,,,,
584,0.295102041,PASJA_POMORSKA,,,,,,,,,,,,,,
585,0.276326531,PASJA_POMORSKA,,,,,,,,,,,,,,
586,0.283877551,PASJA_POMORSKA,,,,,,,,,,,,,,
587,0.244489796,PASJA_POMORSKA,,,,,,,,,,,,,,
588,0.27622449,PASJA_POMORSKA,,,,,,,,,,,,,,
589,0.243979592,PASJA_POMORSKA,,,,,,,,,,,,,,
590,0.271122449,PASJA_POMORSKA,,,,,,,,,,,,,,
591,0.283061224,PASJA_POMORSKA,,,,,,,,,,,,,,
592,0.282040816,PASJA_POMORSKA,,,,,,,,,,,,,,
593,0.276938776,PASJA_POMORSKA,,,,,,,,,,,,,,
594,0.297244898,PASJA_POMORSKA,,,,,,,,,,,,,,
595,0.247653061,PASJA_POMORSKA,,,,,,,,,,,,,,
596,0.287653061,PASJA_POMORSKA,,,,,,,,,,,,,,
597,0.269897959,PASJA_POMORSKA,,,,,,,,,,,,,,
598,0.260612245,PASJA_POMORSKA,,,,,,,,,,,,,,
599,0.245408163,PASJA_POMORSKA,,,,,,,,,,,,,,
600,0.275714286,PASJA_POMORSKA,,,,,,,,,,,,,,
601,0.306938776,PASJA_POMORSKA,,,,,,,,,,,,,,
602,0.231428571,PASJA_POMORSKA,,,,,,,,,,,,,,
603,0.17244898,PASJA_POMORSKA,,,,,,,,,,,,,,
604,0.261530612,PASJA_POMORSKA,,,,,,,,,,,,,,
605,0.329387755,PASJA_POMORSKA,,,,,,,,,,,,,,
606,0.195918367,PASJA_POMORSKA,,,,,,,,,,,,,,
607,0.216632653,PASJA_POMORSKA,,,,,,,,,,,,,,
608,0.261122449,PASJA_POMORSKA,,,,,,,,,,,,,,
609,0.229795918,PASJA_POMORSKA,,,,,,,,,,,,,,
610,0.260102041,PASJA_POMORSKA,,,,,,,,,,,,,,
611,0.289081633,PASJA_POMORSKA,,,,,,,,,,,,,,
612,0.336836735,PASJA_POMORSKA,,,,,,,,,,,,,,
613,0.277857143,PASJA_POMORSKA,,,,,,,,,,,,,,
614,0.190918367,PASJA_POMORSKA,,,,,,,,,,,,,,
615,0.281020408,PASJA_POMORSKA,,,,,,,,,,,,,,
616,0.260612245,PASJA_POMORSKA,,,,,,,,,,,,,,
617,0.30122449,PASJA_POMORSKA,,,,,,,,,,,,,,
618,0.276632653,PASJA_POMORSKA,,,,,,,,,,,,,,
619,0.295918367,PASJA_POMORSKA,,,,,,,,,,,,,,
620,0.262653061,PASJA_POMORSKA,,,,,,,,,,,,,,
621,0.304285714,PASJA_POMORSKA,,,,,,,,,,,,,,
622,0.299693878,PASJA_POMORSKA,,,,,,,,,,,,,,
623,0.297244898,PASJA_POMORSKA,,,,,,,,,,,,,,
624,0.346938776,PASJA_POMORSKA,,,,,,,,,,,,,,
625,0.225102041,PASJA_POMORSKA,,,,,,,,,,,,,,
626,0.25755102,PASJA_POMORSKA,,,,,,,,,,,,,,
627,0.273367347,PASJA_POMORSKA,,,,,,,,,,,,,,
628,0.262755102,PASJA_POMORSKA,,,,,,,,,,,,,,
629,0.267142857,PASJA_POMORSKA,,,,,,,,,,,,,,
630,0.31,PASJA_POMORSKA,,,,,,,,,,,,,,
631,0.357346939,PASJA_POMORSKA,,,,,,,,,,,,,,
632,0.229795918,PASJA_POMORSKA,,,,,,,,,,,,,,
633,0.251938776,PASJA_POMORSKA,,,,,,,,,,,,,,
634,0.290204082,PASJA_POMORSKA,,,,,,,,,,,,,,
635,0.242244898,PASJA_POMORSKA,,,,,,,,,,,,,,
636,0.276020408,PASJA_POMORSKA,,,,,,,,,,,,,,
637,0.212653061,PASJA_POMORSKA,,,,,,,,,,,,,,
638,0.256326531,PASJA_POMORSKA,,,,,,,,,,,,,,
639,0.241530612,PASJA_POMORSKA,,,,,,,,,,,,,,
640,0.304489796,PASJA_POMORSKA,,,,,,,,,,,,,,
641,0.333061224,PASJA_POMORSKA,,,,,,,,,,,,,,
642,0.264285714,PASJA_POMORSKA,,,,,,,,,,,,,,
643,0.32,PASJA_POMORSKA,,,,,,,,,,,,,,
644,0.255612245,PASJA_POMORSKA,,,,,,,,,,,,,,
645,0.316632653,PASJA_POMORSKA,,,,,,,,,,,,,,
646,0.235408163,PASJA_POMORSKA,,,,,,,,,,,,,,
647,0.166530612,PASJA_POMORSKA,,,,,,,,,,,,,,
648,0.218877551,PASJA_POMORSKA,,,,,,,,,,,,,,
649,0.170204082,PASJA_POMORSKA,,,,,,,,,,,,,,
650,0.226326531,PASJA_POMORSKA,,,,,,,,,,,,,,
651,0.254387755,PASJA_POMORSKA,,,,,,,,,,,,,,
652,0.318877551,PASJA_POMORSKA,,,,,,,,,,,,,,
653,0.225204082,PASJA_POMORSKA,,,,,,,,,,,,,,
654,0.19622449,PASJA_POMORSKA,,,,,,,,,,,,,,
655,0.25377551,PASJA_POMORSKA,,,,,,,,,,,,,,
656,0.289489796,PASJA_POMORSKA,,,,,,,,,,,,,,
657,0.333469388,PASJA_POMORSKA,,,,,,,,,,,,,,
658,0.219285714,PASJA_POMORSKA,,,,,,,,,,,,,,
659,0.220102041,PASJA_POMORSKA,,,,,,,,,,,,,,
660,0.255306122,PASJA_POMORSKA,,,,,,,,,,,,,,
661,0.270816327,PASJA_POMORSKA,,,,,,,,,,,,,,
662,0.254285714,PASJA_POMORSKA,,,,,,,,,,,,,,
663,0.271836735,PASJA_POMORSKA,,,,,,,,,,,,,,
664,0.30622449,PASJA_POMORSKA,,,,,,,,,,,,,,
665,0.243367347,PASJA_POMORSKA,,,,,,,,,,,,,,
666,0.260102041,PASJA_POMORSKA,,,,,,,,,,,,,,
667,0.230612245,PASJA_POMORSKA,,,,,,,,,,,,,,
668,0.299183673,RUDAWA,,,,,,,,,,,,,,
669,0.268367347,RUDAWA,,,,,,,,,,,,,,
670,0.286020408,RUDAWA,,,,,,,,,,,,,,
671,0.306836735,RUDAWA,,,,,,,,,,,,,,
672,0.220204082,RUDAWA,,,,,,,,,,,,,,
673,0.275,RUDAWA,,,,,,,,,,,,,,
674,0.298163265,RUDAWA,,,,,,,,,,,,,,
675,0.318979592,RUDAWA,,,,,,,,,,,,,,
676,0.276530612,RUDAWA,,,,,,,,,,,,,,
677,0.354795918,RUDAWA,,,,,,,,,,,,,,
678,0.268469388,RUDAWA,,,,,,,,,,,,,,
679,0.259489796,RUDAWA,,,,,,,,,,,,,,
680,0.254285714,RUDAWA,,,,,,,,,,,,,,
681,0.323469388,RUDAWA,,,,,,,,,,,,,,
682,0.385918367,RUDAWA,,,,,,,,,,,,,,
683,0.387346939,RUDAWA,,,,,,,,,,,,,,
684,0.264285714,RUDAWA,,,,,,,,,,,,,,
685,0.300102041,RUDAWA,,,,,,,,,,,,,,
686,0.31244898,RUDAWA,,,,,,,,,,,,,,
687,0.275306122,RUDAWA,,,,,,,,,,,,,,
688,0.285510204,RUDAWA,,,,,,,,,,,,,,
689,0.317857143,RUDAWA,,,,,,,,,,,,,,
690,0.312755102,RUDAWA,,,,,,,,,,,,,,
691,0.286530612,RUDAWA,,,,,,,,,,,,,,
692,0.321326531,RUDAWA,,,,,,,,,,,,,,
693,0.335714286,RUDAWA,,,,,,,,,,,,,,
694,0.289387755,RUDAWA,,,,,,,,,,,,,,
695,0.295306122,RUDAWA,,,,,,,,,,,,,,
696,0.325306122,RUDAWA,,,,,,,,,,,,,,
697,0.343877551,RUDAWA,,,,,,,,,,,,,,
698,0.360612245,RUDAWA,,,,,,,,,,,,,,
699,0.316836735,RUDAWA,,,,,,,,,,,,,,
700,0.313571429,RUDAWA,,,,,,,,,,,,,,
701,0.225306122,RUDAWA,,,,,,,,,,,,,,
702,0.214591837,RUDAWA,,,,,,,,,,,,,,
703,0.265918367,RUDAWA,,,,,,,,,,,,,,
704,0.310408163,RUDAWA,,,,,,,,,,,,,,
705,0.189183673,RUDAWA,,,,,,,,,,,,,,
706,0.342142857,RUDAWA,,,,,,,,,,,,,,
707,0.295918367,RUDAWA,,,,,,,,,,,,,,
708,0.255102041,RUDAWA,,,,,,,,,,,,,,
709,0.28622449,RUDAWA,,,,,,,,,,,,,,
710,0.326326531,RUDAWA,,,,,,,,,,,,,,
711,0.394591837,RUDAWA,,,,,,,,,,,,,,
712,0.387040816,RUDAWA,,,,,,,,,,,,,,
713,0.27,RUDAWA,,,,,,,,,,,,,,
714,0.293265306,RUDAWA,,,,,,,,,,,,,,
715,0.352142857,RUDAWA,,,,,,,,,,,,,,
716,0.37377551,RUDAWA,,,,,,,,,,,,,,
717,0.276734694,RUDAWA,,,,,,,,,,,,,,
718,0.358979592,RUDAWA,,,,,,,,,,,,,,
719,0.317653061,RUDAWA,,,,,,,,,,,,,,
720,0.344897959,RUDAWA,,,,,,,,,,,,,,
721,0.333469388,RUDAWA,,,,,,,,,,,,,,
722,0.312142857,RUDAWA,,,,,,,,,,,,,,
723,0.240816327,RUDAWA,,,,,,,,,,,,,,
724,0.347244898,RUDAWA,,,,,,,,,,,,,,
725,0.324795918,RUDAWA,,,,,,,,,,,,,,
726,0.322653061,RUDAWA,,,,,,,,,,,,,,
727,0.333571429,RUDAWA,,,,,,,,,,,,,,
728,0.343163265,RUDAWA,,,,,,,,,,,,,,
729,0.271122449,RUDAWA,,,,,,,,,,,,,,
730,0.340306122,RUDAWA,,,,,,,,,,,,,,
731,0.314285714,RUDAWA,,,,,,,,,,,,,,
732,0.356938776,RUDAWA,,,,,,,,,,,,,,
733,0.323673469,RUDAWA,,,,,,,,,,,,,,
734,0.307040816,RUDAWA,,,,,,,,,,,,,,
735,0.247346939,RUDAWA,,,,,,,,,,,,,,
736,0.342040816,RUDAWA,,,,,,,,,,,,,,
737,0.290918367,RUDAWA,,,,,,,,,,,,,,
738,0.207959184,RUDAWA,,,,,,,,,,,,,,
739,0.228877551,RUDAWA,,,,,,,,,,,,,,
740,0.265102041,RUDAWA,,,,,,,,,,,,,,
741,0.219795918,RUDAWA,,,,,,,,,,,,,,
742,0.301428571,RUDAWA,,,,,,,,,,,,,,
743,0.248265306,RUDAWA,,,,,,,,,,,,,,
744,0.250204082,RUDAWA,,,,,,,,,,,,,,
745,0.244285714,RUDAWA,,,,,,,,,,,,,,
746,0.311428571,RUDAWA,,,,,,,,,,,,,,
747,0.364897959,RUDAWA,,,,,,,,,,,,,,
748,0.34755102,RUDAWA,,,,,,,,,,,,,,
749,0.189183673,RUDAWA,,,,,,,,,,,,,,
750,0.303469388,RUDAWA,,,,,,,,,,,,,,
751,0.235612245,RUDAWA,,,,,,,,,,,,,,
752,0.356020408,RUDAWA,,,,,,,,,,,,,,
753,0.246530612,RUDAWA,,,,,,,,,,,,,,
754,0.251020408,RUDAWA,,,,,,,,,,,,,,
755,0.271326531,RUDAWA,,,,,,,,,,,,,,
756,0.322653061,RUDAWA,,,,,,,,,,,,,,
757,0.378163265,RUDAWA,,,,,,,,,,,,,,
758,0.382653061,RUDAWA,,,,,,,,,,,,,,
759,0.307142857,RUDAWA,,,,,,,,,,,,,,
760,0.256530612,RUDAWA,,,,,,,,,,,,,,
761,0.325918367,RUDAWA,,,,,,,,,,,,,,
762,0.282040816,RUDAWA,,,,,,,,,,,,,,
763,0.284897959,RUDAWA,,,,,,,,,,,,,,
764,0.285,RUDAWA,,,,,,,,,,,,,,
765,0.337040816,RUDAWA,,,,,,,,,,,,,,
766,0.374795918,RUDAWA,,,,,,,,,,,,,,
767,0.369387755,RUDAWA,,,,,,,,,,,,,,
768,0.309387755,RUDAWA,,,,,,,,,,,,,,
769,0.279897959,RUDAWA,,,,,,,,,,,,,,
770,0.327755102,RUDAWA,,,,,,,,,,,,,,
771,0.307959184,RUDAWA,,,,,,,,,,,,,,
772,0.289285714,RUDAWA,,,,,,,,,,,,,,
773,0.246428571,RUDAWA,,,,,,,,,,,,,,
774,0.356836735,RUDAWA,,,,,,,,,,,,,,
775,0.325,RUDAWA,,,,,,,,,,,,,,
776,0.314897959,RUDAWA,,,,,,,,,,,,,,
777,0.283571429,RUDAWA,,,,,,,,,,,,,,
778,0.244795918,RUDAWA,,,,,,,,,,,,,,
779,0.287244898,RUDAWA,,,,,,,,,,,,,,
780,0.349285714,RUDAWA,,,,,,,,,,,,,,
781,0.391122449,RUDAWA,,,,,,,,,,,,,,
782,0.417857143,RUDAWA,,,,,,,,,,,,,,
783,0.373571429,RUDAWA,,,,,,,,,,,,,,
784,0.340510204,RUDAWA,,,,,,,,,,,,,,
785,0.319795918,RUDAWA,,,,,,,,,,,,,,
786,0.306530612,RUDAWA,,,,,,,,,,,,,,
787,0.359081633,RUDAWA,,,,,,,,,,,,,,
788,0.364795918,RUDAWA,,,,,,,,,,,,,,
789,0.239183673,RUDAWA,,,,,,,,,,,,,,
790,0.265102041,RUDAWA,,,,,,,,,,,,,,
791,0.343673469,RUDAWA,,,,,,,,,,,,,,
792,0.370510204,RUDAWA,,,,,,,,,,,,,,
793,0.413367347,RUDAWA,,,,,,,,,,,,,,
794,0.23,RUDAWA,,,,,,,,,,,,,,
795,0.321428571,RUDAWA,,,,,,,,,,,,,,
796,0.364795918,RUDAWA,,,,,,,,,,,,,,
797,0.402040816,RUDAWA,,,,,,,,,,,,,,
798,0.31622449,RUDAWA,,,,,,,,,,,,,,
799,0.341428571,RUDAWA,,,,,,,,,,,,,,
800,0.370102041,RUDAWA,,,,,,,,,,,,,,
801,0.34255102,RUDAWA,,,,,,,,,,,,,,
802,0.264489796,RUDAWA,,,,,,,,,,,,,,
803,0.36755102,RUDAWA,,,,,,,,,,,,,,
804,0.228367347,SALTO,,,,,,,,,,,,,,
805,0.26122449,SALTO,,,,,,,,,,,,,,
806,0.201122449,SALTO,,,,,,,,,,,,,,
807,0.269285714,SALTO,,,,,,,,,,,,,,
808,0.255612245,SALTO,,,,,,,,,,,,,,
809,0.249897959,SALTO,,,,,,,,,,,,,,
810,0.252755102,SALTO,,,,,,,,,,,,,,
811,0.27244898,SALTO,,,,,,,,,,,,,,
812,0.266734694,SALTO,,,,,,,,,,,,,,
813,0.25122449,SALTO,,,,,,,,,,,,,,
814,0.282040816,SALTO,,,,,,,,,,,,,,
815,0.224081633,SALTO,,,,,,,,,,,,,,
816,0.261836735,SALTO,,,,,,,,,,,,,,
817,0.238673469,SALTO,,,,,,,,,,,,,,
818,0.231020408,SALTO,,,,,,,,,,,,,,
819,0.25,SALTO,,,,,,,,,,,,,,
820,0.270510204,SALTO,,,,,,,,,,,,,,
821,0.295102041,SALTO,,,,,,,,,,,,,,
822,0.179489796,SALTO,,,,,,,,,,,,,,
823,0.198673469,SALTO,,,,,,,,,,,,,,
824,0.182244898,SALTO,,,,,,,,,,,,,,
825,0.259081633,SALTO,,,,,,,,,,,,,,
826,0.263469388,SALTO,,,,,,,,,,,,,,
827,0.285714286,SALTO,,,,,,,,,,,,,,
828,0.204387755,SALTO,,,,,,,,,,,,,,
829,0.24877551,SALTO,,,,,,,,,,,,,,
830,0.229387755,SALTO,,,,,,,,,,,,,,
831,0.263877551,SALTO,,,,,,,,,,,,,,
832,0.297346939,SALTO,,,,,,,,,,,,,,
833,0.218673469,SALTO,,,,,,,,,,,,,,
834,0.244489796,SALTO,,,,,,,,,,,,,,
835,0.286326531,SALTO,,,,,,,,,,,,,,
836,0.293571429,SALTO,,,,,,,,,,,,,,
837,0.260612245,SALTO,,,,,,,,,,,,,,
838,0.328673469,SALTO,,,,,,,,,,,,,,
839,0.319489796,SALTO,,,,,,,,,,,,,,
840,0.339795918,SALTO,,,,,,,,,,,,,,
841,0.337857143,SALTO,,,,,,,,,,,,,,
842,0.310816327,SALTO,,,,,,,,,,,,,,
843,0.311836735,SALTO,,,,,,,,,,,,,,
844,0.292346939,SALTO,,,,,,,,,,,,,,
845,0.30255102,SALTO,,,,,,,,,,,,,,
846,0.312857143,SALTO,,,,,,,,,,,,,,
847,0.346734694,SALTO,,,,,,,,,,,,,,
848,0.304387755,SALTO,,,,,,,,,,,,,,
849,0.296734694,SALTO,,,,,,,,,,,,,,
850,0.321938776,SALTO,,,,,,,,,,,,,,
851,0.36377551,SALTO,,,,,,,,,,,,,,
852,0.224693878,SALTO,,,,,,,,,,,,,,
853,0.210816327,SALTO,,,,,,,,,,,,,,
854,0.254693878,SALTO,,,,,,,,,,,,,,
855,0.273265306,SALTO,,,,,,,,,,,,,,
856,0.275102041,SALTO,,,,,,,,,,,,,,
857,0.219387755,SALTO,,,,,,,,,,,,,,
858,0.26377551,SALTO,,,,,,,,,,,,,,
859,0.227755102,SALTO,,,,,,,,,,,,,,
860,0.256122449,SALTO,,,,,,,,,,,,,,
861,0.283979592,SALTO,,,,,,,,,,,,,,
862,0.199387755,SALTO,,,,,,,,,,,,,,
863,0.207653061,SALTO,,,,,,,,,,,,,,
864,0.24622449,SALTO,,,,,,,,,,,,,,
865,0.300918367,SALTO,,,,,,,,,,,,,,
866,0.180816327,SALTO,,,,,,,,,,,,,,
867,0.270816327,SALTO,,,,,,,,,,,,,,
868,0.308367347,SALTO,,,,,,,,,,,,,,
869,0.297244898,SALTO,,,,,,,,,,,,,,
870,0.18622449,SALTO,,,,,,,,,,,,,,
871,0.288877551,SALTO,,,,,,,,,,,,,,
872,0.221020408,SALTO,,,,,,,,,,,,,,
873,0.275408163,SALTO,,,,,,,,,,,,,,
874,0.288061224,SALTO,,,,,,,,,,,,,,
875,0.215204082,SALTO,,,,,,,,,,,,,,
876,0.208673469,SALTO,,,,,,,,,,,,,,
877,0.279285714,SALTO,,,,,,,,,,,,,,
878,0.300204082,SALTO,,,,,,,,,,,,,,
879,0.291836735,SALTO,,,,,,,,,,,,,,
880,0.300204082,SALTO,,,,,,,,,,,,,,
881,0.296836735,SALTO,,,,,,,,,,,,,,
882,0.175816327,SALTO,,,,,,,,,,,,,,
883,0.310714286,SALTO,,,,,,,,,,,,,,
884,0.243163265,SALTO,,,,,,,,,,,,,,
885,0.288877551,SALTO,,,,,,,,,,,,,,
886,0.329387755,SALTO,,,,,,,,,,,,,,
887,0.251428571,SALTO,,,,,,,,,,,,,,
888,0.237857143,SALTO,,,,,,,,,,,,,,
889,0.299693878,SALTO,,,,,,,,,,,,,,
890,0.308265306,SALTO,,,,,,,,,,,,,,
891,0.208061224,SALTO,,,,,,,,,,,,,,
892,0.203061224,SALTO,,,,,,,,,,,,,,
893,0.270510204,SALTO,,,,,,,,,,,,,,
894,0.229081633,SALTO,,,,,,,,,,,,,,
895,0.249081633,SALTO,,,,,,,,,,,,,,
896,0.225918367,SALTO,,,,,,,,,,,,,,
897,0.23255102,SALTO,,,,,,,,,,,,,,
898,0.238061224,SALTO,,,,,,,,,,,,,,
899,0.251530612,SALTO,,,,,,,,,,,,,,
900,0.28377551,SALTO,,,,,,,,,,,,,,
901,0.273877551,SALTO,,,,,,,,,,,,,,
902,0.241020408,SALTO,,,,,,,,,,,,,,
903,0.280102041,SALTO,,,,,,,,,,,,,,
904,0.200306122,SALTO,,,,,,,,,,,,,,
905,0.279387755,SALTO,,,,,,,,,,,,,,
906,0.215102041,SALTO,,,,,,,,,,,,,,
907,0.23255102,SALTO,,,,,,,,,,,,,,
908,0.242244898,SALTO,,,,,,,,,,,,,,
909,0.248979592,SALTO,,,,,,,,,,,,,,
910,0.257755102,SALTO,,,,,,,,,,,,,,
911,0.26622449,SALTO,,,,,,,,,,,,,,
912,0.270714286,SALTO,,,,,,,,,,,,,,
913,0.228877551,SALTO,,,,,,,,,,,,,,
914,0.248469388,SALTO,,,,,,,,,,,,,,
915,0.255102041,SALTO,,,,,,,,,,,,,,
916,0.259489796,SALTO,,,,,,,,,,,,,,
917,0.247244898,SALTO,,,,,,,,,,,,,,
918,0.270510204,SALTO,,,,,,,,,,,,,,
919,0.299693878,SALTO,,,,,,,,,,,,,,
920,0.270612245,SALTO,,,,,,,,,,,,,,
921,0.272857143,SALTO,,,,,,,,,,,,,,
922,0.201428571,SALTO,,,,,,,,,,,,,,
923,0.268061224,SALTO,,,,,,,,,,,,,,
924,0.293061224,SALTO,,,,,,,,,,,,,,
925,0.224489796,SALTO,,,,,,,,,,,,,,
926,0.202755102,SALTO,,,,,,,,,,,,,,
927,0.279387755,SALTO,,,,,,,,,,,,,,
928,0.294387755,SALTO,,,,,,,,,,,,,,
929,0.232755102,SALTO,,,,,,,,,,,,,,
930,0.20744898,SALTO,,,,,,,,,,,,,,
931,0.255510204,SALTO,,,,,,,,,,,,,,
932,0.248877551,SALTO,,,,,,,,,,,,,,
933,0.233367347,SALTO,,,,,,,,,,,,,,
934,0.24244898,SALTO,,,,,,,,,,,,,,
935,0.272959184,SALTO,,,,,,,,,,,,,,
936,0.270102041,SALTO,,,,,,,,,,,,,,
937,0.279183673,SALTO,,,,,,,,,,,,,,
938,0.217653061,SALTO,,,,,,,,,,,,,,
939,0.201530612,SALTO,,,,,,,,,,,,,,
940,0.270510204,SALTO,,,,,,,,,,,,,,
941,0.283061224,SALTO,,,,,,,,,,,,,,
942,0.202040816,SALTO,,,,,,,,,,,,,,
943,0.222857143,SALTO,,,,,,,,,,,,,,
944,0.230918367,SALTO,,,,,,,,,,,,,,
945,0.217857143,SALTO,,,,,,,,,,,,,,
946,0.251428571,SALTO,,,,,,,,,,,,,,
947,0.18877551,SALTO,,,,,,,,,,,,,,
948,0.255714286,SALTO,,,,,,,,,,,,,,
949,0.257142857,SALTO,,,,,,,,,,,,,,
950,0.25377551,SALTO,,,,,,,,,,,,,,
951,0.199795918,SALTO,,,,,,,,,,,,,,
952,0.213061224,SALTO,,,,,,,,,,,,,,
953,0.25122449,SALTO,,,,,,,,,,,,,,
954,0.201836735,SALTO,,,,,,,,,,,,,,
955,0.253163265,SALTO,,,,,,,,,,,,,,
956,0.257857143,SALTO,,,,,,,,,,,,,,
