ID,Distance,Variety
958,0.674912281,SALTO
959,0.678596491,SALTO
960,0.652982456,SALTO
961,0.649122807,SALTO
962,0.64122807,SALTO
963,0.622982456,SALTO
964,0.661578947,SALTO
965,0.668947368,SALTO
966,0.736842105,SALTO
967,0.420701754,SALTO
968,0.397192982,SALTO
969,0.478421053,SALTO
970,0.444561404,SALTO
971,0.447017544,SALTO
972,0.422105263,SALTO
973,0.440701754,SALTO
974,0.434385965,SALTO
975,0.403157895,SALTO
976,0.439298246,SALTO
977,0.425964912,SALTO
978,0.42122807,SALTO
979,0.462105263,SALTO
980,0.593157895,SALTO
981,0.404035088,SALTO
982,0.488421053,SALTO
983,0.466491228,SALTO
984,0.484561404,SALTO
985,0.494736842,SALTO
986,0.465438596,SALTO
987,0.482280702,SALTO
988,0.435438596,SALTO
989,0.460877193,SALTO
990,0.453508772,SALTO
991,0.445614035,SALTO
992,0.471929825,SALTO
993,0.568421053,SALTO
994,0.461578947,SALTO
995,0.435263158,SALTO
996,0.440175439,SALTO
997,0.462105263,SALTO
998,0.459473684,SALTO
999,0.457017544,SALTO
1000,0.397017544,SALTO
1001,0.448245614,SALTO
1002,0.429473684,SALTO
1003,0.456315789,SALTO
1004,0.485087719,SALTO
1005,0.575087719,SALTO
1006,0.443157895,SALTO
1007,0.45877193,SALTO
1008,0.488070175,SALTO
1009,0.491403509,SALTO
1010,0.483333333,SALTO
1011,0.442105263,SALTO
1012,0.471052632,SALTO
1013,0.465964912,SALTO
1014,0.495263158,SALTO
1015,0.513157895,SALTO
1016,0.586315789,SALTO
1017,0.405087719,SALTO
1018,0.470526316,SALTO
1019,0.481754386,SALTO
1020,0.470175439,SALTO
1021,0.445438596,SALTO
1022,0.469298246,SALTO
1023,0.451403509,SALTO
1024,0.507368421,SALTO
1025,0.495614035,SALTO
1026,0.575438596,SALTO
1027,0.458070175,SALTO
1028,0.47877193,SALTO
1029,0.476842105,SALTO
1030,0.424912281,SALTO
1031,0.501578947,SALTO
1032,0.455789474,SALTO
1033,0.50754386,SALTO
1034,0.499824561,SALTO
1035,0.563508772,SALTO
1036,0.413859649,SALTO
1037,0.388947368,SALTO
1038,0.403684211,SALTO
1039,0.484210526,SALTO
1040,0.418245614,SALTO
1041,0.402982456,SALTO
1042,0.401754386,SALTO
1043,0.528596491,SALTO
1044,0.387894737,SALTO
1045,0.448070175,SALTO
1046,0.495614035,SALTO
1047,0.466842105,SALTO
1048,0.451929825,SALTO
1049,0.452105263,SALTO
1050,0.513333333,SALTO
1051,0.451403509,SALTO
1052,0.485789474,SALTO
1053,0.449649123,SALTO
1054,0.452807018,SALTO
1055,0.42122807,SALTO
1056,0.510877193,SALTO
1057,0.422105263,SALTO
1058,0.380175439,SALTO
1059,0.430526316,SALTO
1060,0.448245614,SALTO
1061,0.550877193,SALTO
1062,0.412105263,SALTO
1063,0.471754386,SALTO
1064,0.495087719,SALTO
1065,0.587368421,SALTO
1066,0.43245614,SALTO
1067,0.43245614,SALTO
1068,0.565964912,SALTO
1069,0.384736842,SALTO
1070,0.540350877,SALTO
1071,0.538947368,SALTO
