"","R_W5_T1_150","R_W5_T1_151","R_W5_T1_152","R_W5_T1_154","R_W5_T1_160","R_W5_T1_176","R_W5_T1_178","R_W5_T1_179","R_W5_T1_181","R_W5_T1_182","R_W5_T1_185","R_W5_T1_187","R_W5_T1_206","R_W5_T1_208","R_W5_T1_209","R_W5_T1_210","R_W5_T2_142","R_W5_T2_143","R_W5_T2_145","R_W5_T2_146","R_W5_T2_147","R_W5_T2_164","R_W5_T2_169","R_W5_T2_170","R_W5_T2_171","R_W5_T2_173","R_W5_T2_175","R_W5_T2_190","R_W5_T2_191","R_W5_T2_192","R_W5_T2_193","R_W5_T2_196","R_W5_T2_197","R_W5_T2_198","R_W5_T2_200","R_W5_T2_203","R_W5_T3_100","R_W5_T3_101","R_W5_T3_103","R_W5_T3_104","R_W5_T3_121","R_W5_T3_122","R_W5_T3_124","R_W5_T3_125","R_W5_T3_128","R_W5_T3_129","R_W5_T3_130","R_W5_T3_132","R_W5_T3_133","R_W5_T3_72","R_W5_T3_74","R_W5_T3_76","R_W5_T3_77","R_W5_T3_92","R_W5_T3_94","R_W5_T3_98","R_W5_T4_107","R_W5_T4_109","R_W5_T4_110","R_W5_T4_113","R_W5_T4_114","R_W5_T4_115","R_W5_T4_116","R_W5_T4_118","R_W5_T4_134","R_W5_T4_136","R_W5_T4_137","R_W5_T4_139","R_W5_T4_140","R_W5_T4_78","R_W5_T4_79","R_W5_T4_81","R_W5_T4_84","R_W5_T4_85","R_W5_T4_87","R_W5_T4_90","R_W5_T4_91","R_W5_T5_10","R_W5_T5_11","R_W5_T5_12","R_W5_T5_13","R_W5_T5_14","R_W5_T5_15","R_W5_T5_18","R_W5_T5_19","R_W5_T5_20","R_W5_T5_21","R_W5_T5_37","R_W5_T5_39","R_W5_T5_41","R_W5_T5_43","R_W5_T5_45","R_W5_T5_46","R_W5_T5_48","R_W5_T5_49","R_W5_T5_65","R_W5_T5_68","R_W5_T5_69","R_W5_T6_1","R_W5_T6_22","R_W5_T6_23","R_W5_T6_24","R_W5_T6_25","R_W5_T6_27","R_W5_T6_29","R_W5_T6_32","R_W5_T6_33","R_W5_T6_35","R_W5_T6_4","R_W5_T6_5","R_W5_T6_50","R_W5_T6_51","R_W5_T6_54","R_W5_T6_55","R_W5_T6_56","R_W5_T6_57","R_W5_T6_6","R_W5_T6_61","R_W5_T6_62"
"R_W5_T2_175",0.267857142857143,0.275612244897959,0.255612244897959,0.298265306122449,0.206938775510204,0.201122448979592,0.182244897959184,0.205816326530612,0.210102040816327,0.261224489795918,0.249897959183673,0.28265306122449,0.319489795918367,0.255714285714286,0.286122448979592,0.284897959183673,0.225714285714286,0.229795918367347,0.210816326530612,0.26969387755102,0.210408163265306,0.179183673469388,0.180816326530612,0.253877551020408,0.22,0.216122448979592,0,0.254285714285714,0.250816326530612,0.209081632653061,0.24265306122449,0.213979591836735,0.203775510204082,0.284081632653061,0.298571428571429,0.212448979591837,0.291836734693878,0.317244897959184,0.285510204081633,0.300204081632653,0.270408163265306,0.296836734693878,0.27030612244898,0.276734693877551,0.304387755102041,0.266530612244898,0.269081632653061,0.282244897959184,0.261632653061224,0.325510204081633,0.332040816326531,0.351020408163265,0.309489795918367,0.321530612244898,0.335714285714286,0.339081632653061,0.258571428571429,0.232857142857143,0.300408163265306,0.266428571428571,0.313061224489796,0.211122448979592,0.237755102040816,0.27969387755102,0.293673469387755,0.212551020408163,0.175816326530612,0.240510204081633,0.191836734693878,0.306428571428571,0.310714285714286,0.259285714285714,0.243163265306122,0.287959183673469,0.227142857142857,0.294489795918367,0.236530612244898,0.312755102040816,0.298979591836735,0.292755102040816,0.37234693877551,0.311224489795918,0.348673469387755,0.316734693877551,0.327142857142857,0.300612244897959,0.272551020408163,0.284591836734694,0.314489795918367,0.279897959183673,0.288877551020408,0.335612244897959,0.329387755102041,0.329387755102041,0.318265306122449,0.251428571428571,0.319897959183673,0.285816326530612,0.287959183673469,0.451632653061224,0.281224489795918,0.27030612244898,0.23530612244898,0.247040816326531,0.277244897959184,0.237857142857143,0.259489795918367,0.30469387755102,0.255204081632653,0.270612244897959,0.29969387755102,0.326428571428571,0.364285714285714,0.274489795918367,0.224897959183673,0.251020408163265,0.308265306122449,0.332857142857143,0.228775510204082
"R_W5_T2_190",0.267040816326531,0.278571428571429,0.245816326530612,0.296122448979592,0.221938775510204,0.275714285714286,0.247551020408163,0.300510204081633,0.281836734693878,0.284897959183673,0.252551020408163,0.249591836734694,0.289183673469388,0.236224489795918,0.264795918367347,0.261020408163265,0.250918367346939,0.289591836734694,0.245408163265306,0.25530612244898,0.22734693877551,0.24734693877551,0.244081632653061,0.272244897959184,0.245612244897959,0.233367346938776,0.254285714285714,0,0.234387755102041,0.231428571428571,0.245204081632653,0.245204081632653,0.248673469387755,0.319183673469388,0.255612244897959,0.247857142857143,0.306122448979592,0.286632653061224,0.269897959183673,0.313061224489796,0.298979591836735,0.300204081632653,0.284081632653061,0.303265306122449,0.330204081632653,0.266836734693878,0.256734693877551,0.260918367346939,0.274795918367347,0.298061224489796,0.366734693877551,0.342448979591837,0.303571428571429,0.317551020408163,0.333163265306122,0.300918367346939,0.261020408163265,0.268265306122449,0.307755102040816,0.30530612244898,0.384591836734694,0.26530612244898,0.286734693877551,0.281428571428571,0.269081632653061,0.253061224489796,0.253979591836735,0.27734693877551,0.267244897959184,0.267959183673469,0.29530612244898,0.268979591836735,0.274795918367347,0.297551020408163,0.293163265306122,0.28969387755102,0.248265306122449,0.274897959183673,0.275204081632653,0.277244897959184,0.354183673469388,0.276224489795918,0.322142857142857,0.288673469387755,0.291938775510204,0.275510204081633,0.264387755102041,0.272755102040816,0.271734693877551,0.268265306122449,0.282448979591837,0.290510204081633,0.296326530612245,0.302959183673469,0.290612244897959,0.247857142857143,0.283469387755102,0.317551020408163,0.250102040816327,0.431530612244898,0.248979591836735,0.263061224489796,0.266734693877551,0.294285714285714,0.234897959183673,0.240204081632653,0.259081632653061,0.289795918367347,0.25969387755102,0.274183673469388,0.263673469387755,0.286428571428571,0.342857142857143,0.281122448979592,0.274897959183673,0.302142857142857,0.29265306122449,0.361938775510204,0.261530612244898
"R_W5_T2_191",0.246734693877551,0.254897959183673,0.23234693877551,0.29734693877551,0.225714285714286,0.243571428571429,0.238673469387755,0.288775510204082,0.280102040816327,0.269591836734694,0.225,0.226938775510204,0.289387755102041,0.244285714285714,0.252244897959184,0.248775510204082,0.241530612244898,0.291326530612245,0.214897959183673,0.239285714285714,0.234183673469388,0.241836734693878,0.251122448979592,0.292142857142857,0.246938775510204,0.24765306122449,0.250816326530612,0.234387755102041,0,0.228571428571429,0.252959183673469,0.251020408163265,0.268979591836735,0.333979591836735,0.268265306122449,0.253775510204082,0.283163265306122,0.271122448979592,0.253469387755102,0.28469387755102,0.283061224489796,0.291836734693878,0.263775510204082,0.278979591836735,0.304081632653061,0.237142857142857,0.256428571428571,0.262244897959184,0.260714285714286,0.266326530612245,0.328775510204082,0.298979591836735,0.256938775510204,0.281530612244898,0.285102040816327,0.282040816326531,0.23234693877551,0.276938775510204,0.297244897959184,0.301326530612245,0.385102040816327,0.281938775510204,0.288877551020408,0.265714285714286,0.256428571428571,0.243265306122449,0.250816326530612,0.263061224489796,0.256734693877551,0.24765306122449,0.279285714285714,0.281632653061224,0.275714285714286,0.297959183673469,0.282551020408163,0.274795918367347,0.234081632653061,0.256224489795918,0.274183673469388,0.273571428571429,0.338469387755102,0.28765306122449,0.318571428571429,0.268571428571429,0.28030612244898,0.265714285714286,0.252142857142857,0.269897959183673,0.260612244897959,0.261632653061224,0.259795918367347,0.280612244897959,0.265102040816327,0.290102040816327,0.269081632653061,0.234795918367347,0.256734693877551,0.280918367346939,0.277142857142857,0.42765306122449,0.240204081632653,0.245408163265306,0.280918367346939,0.32765306122449,0.25030612244898,0.251224489795918,0.25765306122449,0.273163265306122,0.275714285714286,0.273265306122449,0.25030612244898,0.298163265306122,0.300918367346939,0.283673469387755,0.262142857142857,0.306938775510204,0.310714285714286,0.370714285714286,0.268265306122449
"R_W5_T2_192",0.266428571428571,0.278673469387755,0.265510204081633,0.299897959183673,0.24469387755102,0.255612244897959,0.233877551020408,0.264897959183673,0.24530612244898,0.309081632653061,0.249081632653061,0.248775510204082,0.315102040816327,0.207142857142857,0.271632653061224,0.256632653061225,0.232142857142857,0.237142857142857,0.21969387755102,0.271020408163265,0.241122448979592,0.233469387755102,0.22469387755102,0.262040816326531,0.222857142857143,0.236020408163265,0.209081632653061,0.231428571428571,0.228571428571429,0,0.23,0.175816326530612,0.18969387755102,0.261428571428571,0.213367346938776,0.232040816326531,0.298979591836735,0.268163265306122,0.275816326530612,0.307448979591837,0.298673469387755,0.322448979591837,0.281224489795918,0.308775510204082,0.334387755102041,0.271020408163265,0.260918367346939,0.288877551020408,0.284285714285714,0.294795918367347,0.343877551020408,0.345102040816327,0.298979591836735,0.322959183673469,0.304897959183673,0.286938775510204,0.248265306122449,0.246632653061224,0.303877551020408,0.276734693877551,0.301428571428571,0.22530612244898,0.241224489795918,0.288265306122449,0.259387755102041,0.210204081632653,0.193571428571429,0.232959183673469,0.194897959183673,0.270714285714286,0.301326530612245,0.286530612244898,0.262244897959184,0.279285714285714,0.247959183673469,0.298265306122449,0.231632653061224,0.281734693877551,0.285,0.268571428571429,0.314285714285714,0.27765306122449,0.336530612244898,0.27469387755102,0.266020408163265,0.253673469387755,0.251836734693878,0.255408163265306,0.254795918367347,0.265918367346939,0.277755102040816,0.265714285714286,0.302040816326531,0.308775510204082,0.303265306122449,0.23530612244898,0.279183673469388,0.311326530612245,0.203469387755102,0.402448979591837,0.221836734693878,0.269081632653061,0.200816326530612,0.249183673469388,0.241734693877551,0.242755102040816,0.218979591836735,0.263979591836735,0.191020408163265,0.231836734693878,0.246224489795918,0.265816326530612,0.337551020408163,0.240102040816327,0.224489795918367,0.238673469387755,0.288571428571429,0.334183673469388,0.209387755102041
"R_W5_T2_193",0.310204081632653,0.296530612244898,0.296530612244898,0.323673469387755,0.259897959183673,0.261122448979592,0.263265306122449,0.281632653061224,0.267448979591837,0.301122448979592,0.268163265306122,0.272857142857143,0.321530612244898,0.247959183673469,0.306326530612245,0.302755102040816,0.244183673469388,0.256632653061225,0.262755102040816,0.308571428571429,0.271530612244898,0.237755102040816,0.231632653061224,0.219081632653061,0.248979591836735,0.260204081632653,0.24265306122449,0.245204081632653,0.252959183673469,0.23,0,0.210816326530612,0.247755102040816,0.277959183673469,0.277755102040816,0.252448979591837,0.293163265306122,0.31765306122449,0.284795918367347,0.28969387755102,0.316530612244898,0.305,0.288163265306122,0.313979591836735,0.314795918367347,0.273061224489796,0.299285714285714,0.319183673469388,0.287244897959184,0.315918367346939,0.32030612244898,0.340408163265306,0.305510204081633,0.315918367346939,0.287244897959184,0.348163265306122,0.274489795918367,0.25,0.267448979591837,0.258673469387755,0.340918367346939,0.272755102040816,0.279387755102041,0.283163265306122,0.325408163265306,0.267040816326531,0.243571428571429,0.249285714285714,0.230510204081633,0.29969387755102,0.312959183673469,0.279489795918367,0.27765306122449,0.271632653061224,0.252448979591837,0.299285714285714,0.246122448979592,0.273775510204082,0.264285714285714,0.274081632653061,0.372040816326531,0.313469387755102,0.316632653061225,0.302551020408163,0.31030612244898,0.296734693877551,0.264183673469388,0.261836734693878,0.269795918367347,0.28530612244898,0.281530612244898,0.286632653061224,0.266326530612245,0.245612244897959,0.27734693877551,0.230714285714286,0.289489795918367,0.318571428571429,0.258061224489796,0.428367346938775,0.28030612244898,0.262857142857143,0.24765306122449,0.253979591836735,0.238979591836735,0.23234693877551,0.261122448979592,0.275102040816327,0.265714285714286,0.243469387755102,0.263469387755102,0.264081632653061,0.310408163265306,0.248061224489796,0.243265306122449,0.25030612244898,0.277551020408163,0.294489795918367,0.244285714285714
"R_W5_T2_196",0.310408163265306,0.299183673469388,0.296530612244898,0.334183673469388,0.248265306122449,0.261836734693878,0.249897959183673,0.263061224489796,0.237551020408163,0.291224489795918,0.263469387755102,0.285102040816327,0.346428571428571,0.254489795918367,0.311530612244898,0.300408163265306,0.223571428571429,0.221428571428571,0.237755102040816,0.298673469387755,0.268163265306122,0.228775510204082,0.207448979591837,0.253265306122449,0.210204081632653,0.246734693877551,0.213979591836735,0.245204081632653,0.251020408163265,0.175816326530612,0.210816326530612,0,0.185714285714286,0.229489795918367,0.261530612244898,0.231326530612245,0.306122448979592,0.301122448979592,0.285816326530612,0.322551020408163,0.307040816326531,0.337857142857143,0.29,0.322142857142857,0.354285714285714,0.292551020408163,0.308061224489796,0.319285714285714,0.291224489795918,0.310510204081633,0.35234693877551,0.347448979591837,0.305,0.302244897959184,0.310612244897959,0.332040816326531,0.287959183673469,0.262857142857143,0.319489795918367,0.280204081632653,0.296428571428571,0.256632653061225,0.269897959183673,0.317755102040816,0.30469387755102,0.245102040816327,0.208673469387755,0.253877551020408,0.196938775510204,0.304591836734694,0.323265306122449,0.297959183673469,0.278673469387755,0.276224489795918,0.247448979591837,0.317551020408163,0.256734693877551,0.279897959183673,0.276530612244898,0.268367346938776,0.368061224489796,0.30234693877551,0.337755102040816,0.309591836734694,0.324489795918367,0.286020408163265,0.24765306122449,0.272244897959184,0.283265306122449,0.266326530612245,0.277857142857143,0.303979591836735,0.301122448979592,0.303775510204082,0.309489795918367,0.247142857142857,0.292755102040816,0.311632653061225,0.255510204081633,0.431326530612245,0.269285714285714,0.262755102040816,0.208367346938776,0.238877551020408,0.263673469387755,0.236224489795918,0.251938775510204,0.28734693877551,0.21530612244898,0.252244897959184,0.266938775510204,0.285816326530612,0.344795918367347,0.256122448979592,0.213571428571429,0.243775510204082,0.303265306122449,0.329489795918367,0.208265306122449
"R_W5_T2_197",0.292244897959184,0.275,0.262551020408163,0.298163265306122,0.244285714285714,0.26969387755102,0.242755102040816,0.264897959183673,0.244795918367347,0.306428571428571,0.272857142857143,0.275816326530612,0.299591836734694,0.226224489795918,0.267448979591837,0.278265306122449,0.195510204081633,0.218877551020408,0.237857142857143,0.270816326530612,0.247244897959184,0.240408163265306,0.189591836734694,0.23234693877551,0.22969387755102,0.221122448979592,0.203775510204082,0.248673469387755,0.268979591836735,0.18969387755102,0.247755102040816,0.185714285714286,0,0.263775510204082,0.234489795918367,0.23469387755102,0.317142857142857,0.313775510204082,0.31265306122449,0.324489795918367,0.326836734693878,0.343265306122449,0.318673469387755,0.326020408163265,0.351326530612245,0.30530612244898,0.272857142857143,0.286938775510204,0.288469387755102,0.328877551020408,0.359183673469388,0.36765306122449,0.325510204081633,0.316632653061225,0.346224489795918,0.331020408163265,0.285816326530612,0.259897959183673,0.320612244897959,0.25734693877551,0.316632653061225,0.229285714285714,0.268469387755102,0.323673469387755,0.299387755102041,0.234897959183673,0.195714285714286,0.245714285714286,0.193571428571429,0.304387755102041,0.335510204081633,0.280510204081633,0.270816326530612,0.299183673469388,0.255510204081633,0.312142857142857,0.269489795918367,0.315408163265306,0.30530612244898,0.312142857142857,0.372755102040816,0.307857142857143,0.364489795918367,0.332857142857143,0.314591836734694,0.315204081632653,0.276632653061224,0.297551020408163,0.31030612244898,0.303673469387755,0.30530612244898,0.323265306122449,0.330408163265306,0.338775510204082,0.335,0.256020408163265,0.293163265306122,0.327755102040816,0.264285714285714,0.446122448979592,0.265714285714286,0.266530612244898,0.217448979591837,0.24234693877551,0.248265306122449,0.244489795918367,0.230918367346939,0.308571428571429,0.222857142857143,0.271530612244898,0.301734693877551,0.306428571428571,0.370612244897959,0.267755102040816,0.228061224489796,0.238673469387755,0.32234693877551,0.34,0.22530612244898
"R_W5_T2_198",0.370408163265306,0.372142857142857,0.371734693877551,0.36765306122449,0.332448979591837,0.32,0.328265306122449,0.330918367346939,0.310408163265306,0.384591836734694,0.341938775510204,0.294489795918367,0.351734693877551,0.292448979591837,0.384387755102041,0.381530612244898,0.291530612244898,0.265408163265306,0.328979591836735,0.375,0.339387755102041,0.319897959183673,0.297755102040816,0.329591836734694,0.302142857142857,0.322857142857143,0.284081632653061,0.319183673469388,0.333979591836735,0.261428571428571,0.277959183673469,0.229489795918367,0.263775510204082,0,0.326632653061224,0.289285714285714,0.412755102040816,0.400408163265306,0.362551020408163,0.390714285714286,0.387040816326531,0.408571428571429,0.373877551020408,0.403775510204082,0.421428571428571,0.369081632653061,0.370510204081633,0.37265306122449,0.369081632653061,0.385612244897959,0.424387755102041,0.417857142857143,0.403061224489796,0.375918367346939,0.381836734693878,0.399897959183673,0.355510204081633,0.325510204081633,0.378673469387755,0.334387755102041,0.320408163265306,0.32265306122449,0.342857142857143,0.376224489795918,0.394081632653061,0.304489795918367,0.268265306122449,0.321734693877551,0.281530612244898,0.378775510204082,0.387551020408163,0.346020408163265,0.336122448979592,0.34234693877551,0.329591836734694,0.381122448979592,0.306020408163265,0.368775510204082,0.34265306122449,0.35234693877551,0.43,0.395918367346939,0.393775510204082,0.39734693877551,0.379795918367347,0.377857142857143,0.340612244897959,0.340102040816327,0.367857142857143,0.371836734693878,0.358775510204082,0.355408163265306,0.379795918367347,0.368571428571429,0.385510204081633,0.335408163265306,0.378979591836735,0.408979591836735,0.330714285714286,0.461632653061224,0.340102040816327,0.336836734693878,0.25,0.306020408163265,0.33030612244898,0.318367346938775,0.300102040816327,0.340918367346939,0.265204081632653,0.326122448979592,0.333265306122449,0.329795918367347,0.380102040816327,0.306224489795918,0.283877551020408,0.30469387755102,0.373163265306122,0.37469387755102,0.277244897959184
"R_W5_T2_200",0.283265306122449,0.257040816326531,0.268775510204082,0.295204081632653,0.26969387755102,0.295510204081633,0.272755102040816,0.316530612244898,0.307959183673469,0.33030612244898,0.286734693877551,0.256224489795918,0.269387755102041,0.192755102040816,0.257040816326531,0.255408163265306,0.245816326530612,0.31530612244898,0.262959183673469,0.282448979591837,0.273265306122449,0.288979591836735,0.267857142857143,0.277448979591837,0.241224489795918,0.229183673469388,0.298571428571429,0.255612244897959,0.268265306122449,0.213367346938776,0.277755102040816,0.261530612244898,0.234489795918367,0.326632653061224,0,0.265408163265306,0.335918367346939,0.282040816326531,0.296734693877551,0.336530612244898,0.33265306122449,0.355204081632653,0.336938775510204,0.349183673469388,0.370204081632653,0.314387755102041,0.246020408163265,0.294183673469388,0.298775510204082,0.307448979591837,0.361326530612245,0.356122448979592,0.326632653061224,0.320714285714286,0.333571428571429,0.305816326530612,0.289387755102041,0.289183673469388,0.329591836734694,0.303571428571429,0.390612244897959,0.287448979591837,0.297448979591837,0.323367346938776,0.27265306122449,0.245102040816327,0.281632653061224,0.275714285714286,0.272959183673469,0.271734693877551,0.318571428571429,0.303979591836735,0.284795918367347,0.324489795918367,0.308979591836735,0.328469387755102,0.256224489795918,0.302551020408163,0.303571428571429,0.299387755102041,0.320816326530612,0.285510204081633,0.351632653061224,0.296224489795918,0.278469387755102,0.279897959183673,0.249387755102041,0.261530612244898,0.265816326530612,0.278469387755102,0.29234693877551,0.273877551020408,0.315408163265306,0.336530612244898,0.326326530612245,0.260102040816327,0.256938775510204,0.345612244897959,0.223877551020408,0.408571428571429,0.22265306122449,0.26265306122449,0.257857142857143,0.319897959183673,0.255612244897959,0.268061224489796,0.21234693877551,0.26734693877551,0.251836734693878,0.258775510204082,0.266632653061224,0.275,0.374081632653061,0.281122448979592,0.284387755102041,0.311938775510204,0.302959183673469,0.393265306122449,0.29530612244898
"R_W5_T2_203",0.265102040816327,0.276938775510204,0.276020408163265,0.296836734693878,0.203673469387755,0.227142857142857,0.201428571428571,0.221020408163265,0.264183673469388,0.295,0.226326530612245,0.272857142857143,0.282959183673469,0.228367346938776,0.272857142857143,0.270612244897959,0.233979591836735,0.270612244897959,0.226122448979592,0.287959183673469,0.233673469387755,0.20265306122449,0.217959183673469,0.278571428571429,0.24530612244898,0.25265306122449,0.212448979591837,0.247857142857143,0.253775510204082,0.232040816326531,0.252448979591837,0.231326530612245,0.23469387755102,0.289285714285714,0.265408163265306,0,0.279795918367347,0.298979591836735,0.272959183673469,0.311530612244898,0.269387755102041,0.281122448979592,0.257040816326531,0.285612244897959,0.306326530612245,0.263571428571429,0.270510204081633,0.266632653061224,0.255408163265306,0.303265306122449,0.32530612244898,0.341122448979592,0.291530612244898,0.29,0.311326530612245,0.328367346938776,0.247244897959184,0.211836734693878,0.292142857142857,0.260918367346939,0.356428571428571,0.238163265306122,0.237244897959184,0.266632653061224,0.286122448979592,0.197244897959184,0.211122448979592,0.239897959183673,0.225408163265306,0.290714285714286,0.289897959183673,0.236326530612245,0.230102040816327,0.291938775510204,0.238265306122449,0.284183673469388,0.234183673469388,0.332755102040816,0.314897959183673,0.296326530612245,0.383673469387755,0.309795918367347,0.349285714285714,0.32469387755102,0.331938775510204,0.305918367346939,0.263673469387755,0.282959183673469,0.305510204081633,0.272142857142857,0.27530612244898,0.336326530612245,0.316428571428571,0.329285714285714,0.322040816326531,0.256020408163265,0.310408163265306,0.308673469387755,0.276530612244898,0.451326530612245,0.270612244897959,0.252959183673469,0.233673469387755,0.28,0.255204081632653,0.240102040816327,0.264081632653061,0.288877551020408,0.260102040816327,0.263775510204082,0.303979591836735,0.301836734693878,0.367244897959184,0.272448979591837,0.257857142857143,0.269591836734694,0.301836734693878,0.336836734693878,0.232040816326531
"R_W5_T3_100",0.249285714285714,0.280918367346939,0.249897959183673,0.302142857142857,0.233673469387755,0.279489795918367,0.259081632653061,0.293061224489796,0.304183673469388,0.235204081632653,0.243571428571429,0.311836734693878,0.339795918367347,0.304081632653061,0.239591836734694,0.23469387755102,0.301530612244898,0.334183673469388,0.25469387755102,0.283367346938776,0.256224489795918,0.239489795918367,0.270816326530612,0.311224489795918,0.296836734693878,0.286938775510204,0.291836734693878,0.306122448979592,0.283163265306122,0.298979591836735,0.293163265306122,0.306122448979592,0.317142857142857,0.412755102040816,0.335918367346939,0.279795918367347,0,0.206428571428571,0.193163265306122,0.208061224489796,0.212551020408163,0.203061224489796,0.223265306122449,0.194795918367347,0.218775510204082,0.211326530612245,0.256734693877551,0.232142857142857,0.199591836734694,0.212551020408163,0.238571428571429,0.256428571428571,0.216938775510204,0.248877551020408,0.240714285714286,0.241224489795918,0.218265306122449,0.237857142857143,0.284897959183673,0.291326530612245,0.417040816326531,0.26765306122449,0.286122448979592,0.221224489795918,0.231530612244898,0.248367346938776,0.270510204081633,0.272142857142857,0.268775510204082,0.228367346938776,0.229081632653061,0.244285714285714,0.249081632653061,0.345408163265306,0.247755102040816,0.24030612244898,0.242244897959184,0.285816326530612,0.278163265306122,0.25969387755102,0.334183673469388,0.253571428571429,0.278061224489796,0.271530612244898,0.288571428571429,0.253775510204082,0.259285714285714,0.267448979591837,0.258469387755102,0.243061224489796,0.225918367346939,0.31234693877551,0.232551020408163,0.261122448979592,0.286632653061224,0.238061224489796,0.265,0.22234693877551,0.295204081632653,0.434591836734694,0.266734693877551,0.27234693877551,0.292040816326531,0.295204081632653,0.273163265306122,0.251530612244898,0.306428571428571,0.25765306122449,0.321224489795918,0.265,0.283775510204082,0.311836734693878,0.412040816326531,0.293265306122449,0.290204081632653,0.291734693877551,0.273877551020408,0.354387755102041,0.27
"R_W5_T3_101",0.205102040816327,0.228469387755102,0.215612244897959,0.294183673469388,0.261938775510204,0.308571428571429,0.289183673469388,0.332959183673469,0.345714285714286,0.277755102040816,0.263775510204082,0.286428571428571,0.290408163265306,0.251836734693878,0.202448979591837,0.194489795918367,0.306530612244898,0.371632653061225,0.240408163265306,0.255612244897959,0.253265306122449,0.281530612244898,0.308469387755102,0.327959183673469,0.249591836734694,0.258367346938775,0.317244897959184,0.286632653061224,0.271122448979592,0.268163265306122,0.31765306122449,0.301122448979592,0.313775510204082,0.400408163265306,0.282040816326531,0.298979591836735,0.206428571428571,0,0.181530612244898,0.238367346938776,0.231428571428571,0.24234693877551,0.236428571428571,0.232755102040816,0.300918367346939,0.220408163265306,0.216224489795918,0.205204081632653,0.229285714285714,0.148979591836735,0.285714285714286,0.22469387755102,0.2,0.225816326530612,0.209795918367347,0.172448979591837,0.223469387755102,0.261530612244898,0.329387755102041,0.308673469387755,0.440510204081633,0.273673469387755,0.300816326530612,0.243673469387755,0.193265306122449,0.240816326530612,0.309795918367347,0.308367346938775,0.29234693877551,0.195918367346939,0.221938775510204,0.277244897959184,0.274183673469388,0.352142857142857,0.29030612244898,0.28734693877551,0.232959183673469,0.270612244897959,0.26265306122449,0.256938775510204,0.248367346938776,0.216632653061224,0.257040816326531,0.236836734693878,0.249489795918367,0.231836734693878,0.233367346938776,0.261122448979592,0.229795918367347,0.218877551020408,0.216326530612245,0.274183673469388,0.259897959183673,0.293979591836735,0.271530612244898,0.254081632653061,0.216326530612245,0.248571428571429,0.256224489795918,0.396326530612245,0.197959183673469,0.260102040816327,0.284489795918367,0.335510204081633,0.266734693877551,0.259183673469388,0.270612244897959,0.240408163265306,0.289081632653061,0.26,0.248775510204082,0.288877551020408,0.393469387755102,0.304285714285714,0.293571428571429,0.336836734693878,0.292142857142857,0.403163265306122,0.287448979591837
"R_W5_T3_103",0.197959183673469,0.240510204081633,0.218775510204082,0.275918367346939,0.215204081632653,0.252551020408163,0.25469387755102,0.265714285714286,0.286020408163265,0.226428571428571,0.207142857142857,0.27234693877551,0.304387755102041,0.263673469387755,0.229387755102041,0.225408163265306,0.274183673469388,0.312040816326531,0.244183673469388,0.261836734693878,0.245612244897959,0.245816326530612,0.271632653061224,0.33765306122449,0.265510204081633,0.263061224489796,0.285510204081633,0.269897959183673,0.253469387755102,0.275816326530612,0.284795918367347,0.285816326530612,0.31265306122449,0.362551020408163,0.296734693877551,0.272959183673469,0.193163265306122,0.181530612244898,0,0.198571428571429,0.190714285714286,0.20469387755102,0.214897959183673,0.187040816326531,0.234285714285714,0.165204081632653,0.21530612244898,0.192959183673469,0.176428571428571,0.184387755102041,0.247448979591837,0.226632653061224,0.206938775510204,0.222040816326531,0.224285714285714,0.20969387755102,0.181632653061225,0.218367346938776,0.294897959183673,0.282551020408163,0.418979591836735,0.256122448979592,0.275408163265306,0.206428571428571,0.207142857142857,0.221428571428571,0.258979591836735,0.275714285714286,0.25,0.178061224489796,0.166530612244898,0.214183673469388,0.234795918367347,0.317857142857143,0.256122448979592,0.215816326530612,0.184795918367347,0.232755102040816,0.221326530612245,0.210408163265306,0.285816326530612,0.224489795918367,0.237448979591837,0.239489795918367,0.258673469387755,0.223265306122449,0.210714285714286,0.223367346938776,0.221224489795918,0.198469387755102,0.180714285714286,0.257142857142857,0.22765306122449,0.240816326530612,0.24734693877551,0.22030612244898,0.23030612244898,0.211122448979592,0.253469387755102,0.376326530612245,0.233469387755102,0.245,0.229081632653061,0.311122448979592,0.241224489795918,0.233163265306122,0.25765306122449,0.22030612244898,0.27765306122449,0.240612244897959,0.224489795918367,0.275714285714286,0.368775510204082,0.26030612244898,0.248877551020408,0.293979591836735,0.248877551020408,0.365816326530612,0.229183673469388
