"","R_W5_T1_150","R_W5_T1_151","R_W5_T1_152","R_W5_T1_154","R_W5_T1_160","R_W5_T1_176","R_W5_T1_178","R_W5_T1_179","R_W5_T1_181","R_W5_T1_182","R_W5_T1_185","R_W5_T1_187","R_W5_T1_206","R_W5_T1_208","R_W5_T1_209","R_W5_T1_210","R_W5_T2_142","R_W5_T2_143","R_W5_T2_145","R_W5_T2_146","R_W5_T2_147","R_W5_T2_164","R_W5_T2_169","R_W5_T2_170","R_W5_T2_171","R_W5_T2_173","R_W5_T2_175","R_W5_T2_190","R_W5_T2_191","R_W5_T2_192","R_W5_T2_193","R_W5_T2_196","R_W5_T2_197","R_W5_T2_198","R_W5_T2_200","R_W5_T2_203","R_W5_T3_100","R_W5_T3_101","R_W5_T3_103","R_W5_T3_104","R_W5_T3_121","R_W5_T3_122","R_W5_T3_124","R_W5_T3_125","R_W5_T3_128","R_W5_T3_129","R_W5_T3_130","R_W5_T3_132","R_W5_T3_133","R_W5_T3_72","R_W5_T3_74","R_W5_T3_76","R_W5_T3_77","R_W5_T3_92","R_W5_T3_94","R_W5_T3_98","R_W5_T4_107","R_W5_T4_109","R_W5_T4_110","R_W5_T4_113","R_W5_T4_114","R_W5_T4_115","R_W5_T4_116","R_W5_T4_118","R_W5_T4_134","R_W5_T4_136","R_W5_T4_137","R_W5_T4_139","R_W5_T4_140","R_W5_T4_78","R_W5_T4_79","R_W5_T4_81","R_W5_T4_84","R_W5_T4_85","R_W5_T4_87","R_W5_T4_90","R_W5_T4_91","R_W5_T5_10","R_W5_T5_11","R_W5_T5_12","R_W5_T5_13","R_W5_T5_14","R_W5_T5_15","R_W5_T5_18","R_W5_T5_19","R_W5_T5_20","R_W5_T5_21","R_W5_T5_37","R_W5_T5_39","R_W5_T5_41","R_W5_T5_43","R_W5_T5_45","R_W5_T5_46","R_W5_T5_48","R_W5_T5_49","R_W5_T5_65","R_W5_T5_68","R_W5_T5_69","R_W5_T6_1","R_W5_T6_22","R_W5_T6_23","R_W5_T6_24","R_W5_T6_25","R_W5_T6_27","R_W5_T6_29","R_W5_T6_32","R_W5_T6_33","R_W5_T6_35","R_W5_T6_4","R_W5_T6_5","R_W5_T6_50","R_W5_T6_51","R_W5_T6_54","R_W5_T6_55","R_W5_T6_56","R_W5_T6_57","R_W5_T6_6","R_W5_T6_61","R_W5_T6_62"
"R_W5_T4_107",0.203061224489796,0.237040816326531,0.207959183673469,0.269081632653061,0.226224489795918,0.267857142857143,0.237959183673469,0.277448979591837,0.295918367346939,0.257551020408163,0.232244897959184,0.256734693877551,0.289183673469388,0.251632653061225,0.234795918367347,0.233061224489796,0.278775510204082,0.321428571428571,0.23234693877551,0.235612244897959,0.221122448979592,0.245714285714286,0.272244897959184,0.310102040816327,0.273163265306122,0.258979591836735,0.258571428571429,0.261020408163265,0.23234693877551,0.248265306122449,0.274489795918367,0.287959183673469,0.285816326530612,0.355510204081633,0.289387755102041,0.247244897959184,0.218265306122449,0.223469387755102,0.181632653061225,0.233265306122449,0.218367346938776,0.216122448979592,0.243061224489796,0.20469387755102,0.237244897959184,0.197959183673469,0.203979591836735,0.212040816326531,0.17969387755102,0.219183673469388,0.288367346938776,0.289387755102041,0.246224489795918,0.24765306122449,0.265510204081633,0.249285714285714,0,0.179285714285714,0.256428571428571,0.26234693877551,0.380510204081633,0.213469387755102,0.230612244897959,0.194897959183673,0.210204081632653,0.191530612244898,0.245612244897959,0.24734693877551,0.244591836734694,0.211734693877551,0.219489795918367,0.235816326530612,0.247244897959184,0.296122448979592,0.244183673469388,0.225612244897959,0.186530612244898,0.262857142857143,0.255102040816327,0.245918367346939,0.319387755102041,0.248061224489796,0.277857142857143,0.256530612244898,0.264387755102041,0.251530612244898,0.225816326530612,0.235408163265306,0.240612244897959,0.235408163265306,0.221428571428571,0.273163265306122,0.235408163265306,0.251224489795918,0.255510204081633,0.222857142857143,0.252040816326531,0.253877551020408,0.23265306122449,0.38469387755102,0.237142857142857,0.243163265306122,0.251326530612245,0.301836734693878,0.233265306122449,0.240714285714286,0.255612244897959,0.239183673469388,0.266530612244898,0.220510204081633,0.252244897959184,0.271632653061224,0.358061224489796,0.261122448979592,0.26265306122449,0.287755102040816,0.224285714285714,0.353265306122449,0.252040816326531
"R_W5_T4_109",0.25734693877551,0.265510204081633,0.260714285714286,0.272959183673469,0.21765306122449,0.239387755102041,0.226326530612245,0.238265306122449,0.26469387755102,0.279285714285714,0.239183673469388,0.274897959183673,0.308673469387755,0.239897959183673,0.264795918367347,0.26530612244898,0.250102040816327,0.266632653061224,0.237959183673469,0.280204081632653,0.220714285714286,0.216020408163265,0.234591836734694,0.27765306122449,0.269285714285714,0.249489795918367,0.232857142857143,0.268265306122449,0.276938775510204,0.246632653061224,0.25,0.262857142857143,0.259897959183673,0.325510204081633,0.289183673469388,0.211836734693878,0.237857142857143,0.261530612244898,0.218367346938776,0.252551020408163,0.190918367346939,0.232040816326531,0.227040816326531,0.225,0.250102040816327,0.218163265306122,0.243571428571429,0.239183673469388,0.19234693877551,0.259285714285714,0.292755102040816,0.308469387755102,0.284489795918367,0.259183673469388,0.295510204081633,0.297244897959184,0.179285714285714,0,0.229795918367347,0.206122448979592,0.334795918367347,0.18030612244898,0.187142857142857,0.203775510204082,0.25,0.173469387755102,0.195816326530612,0.219183673469388,0.205510204081633,0.251938775510204,0.236326530612245,0.193775510204082,0.209795918367347,0.262040816326531,0.198469387755102,0.224795918367347,0.198061224489796,0.297857142857143,0.268163265306122,0.275714285714286,0.359591836734694,0.290204081632653,0.297040816326531,0.301224489795918,0.310204081632653,0.278265306122449,0.246428571428571,0.242244897959184,0.276020408163265,0.264183673469388,0.247857142857143,0.304387755102041,0.281122448979592,0.278265306122449,0.289489795918367,0.221122448979592,0.29530612244898,0.266122448979592,0.228061224489796,0.428673469387755,0.255,0.21265306122449,0.217857142857143,0.246428571428571,0.242551020408163,0.204387755102041,0.248469387755102,0.252959183673469,0.256326530612245,0.211326530612245,0.256530612244898,0.26530612244898,0.337040816326531,0.251530612244898,0.231326530612245,0.241530612244898,0.250612244897959,0.317448979591837,0.210204081632653
"R_W5_T4_110",0.326428571428571,0.319591836734694,0.313673469387755,0.33734693877551,0.273775510204082,0.309183673469388,0.267142857142857,0.334081632653061,0.329897959183673,0.338265306122449,0.291530612244898,0.309285714285714,0.351836734693878,0.303061224489796,0.314387755102041,0.331428571428571,0.314285714285714,0.325102040816327,0.290510204081633,0.317857142857143,0.277551020408163,0.276224489795918,0.311020408163265,0.262959183673469,0.331530612244898,0.322040816326531,0.300408163265306,0.307755102040816,0.297244897959184,0.303877551020408,0.267448979591837,0.319489795918367,0.320612244897959,0.378673469387755,0.329591836734694,0.292142857142857,0.284897959183673,0.329387755102041,0.294897959183673,0.235918367346939,0.281020408163265,0.292040816326531,0.285204081632653,0.30265306122449,0.286122448979592,0.269489795918367,0.30530612244898,0.310918367346939,0.266734693877551,0.322142857142857,0.27969387755102,0.363673469387755,0.320408163265306,0.30234693877551,0.291836734693878,0.346938775510204,0.256428571428571,0.229795918367347,0,0.261326530612245,0.338877551020408,0.266326530612245,0.199183673469388,0.247142857142857,0.300918367346939,0.271428571428571,0.268979591836735,0.249489795918367,0.280918367346939,0.304489795918367,0.274897959183673,0.261020408163265,0.274489795918367,0.267142857142857,0.240612244897959,0.24530612244898,0.246224489795918,0.324285714285714,0.313469387755102,0.319591836734694,0.400510204081633,0.333061224489796,0.346122448979592,0.340408163265306,0.358163265306122,0.328469387755102,0.288673469387755,0.264285714285714,0.32,0.308163265306122,0.307857142857143,0.337142857142857,0.295102040816327,0.264285714285714,0.303163265306122,0.263571428571429,0.342959183673469,0.322040816326531,0.289489795918367,0.450510204081633,0.299795918367347,0.255612244897959,0.298061224489796,0.282755102040816,0.278775510204082,0.271836734693878,0.316530612244898,0.297244897959184,0.316632653061225,0.28030612244898,0.293877551020408,0.313163265306122,0.369081632653061,0.306734693877551,0.276224489795918,0.235408163265306,0.277959183673469,0.328673469387755,0.282040816326531
"R_W5_T4_113",0.309489795918367,0.303367346938775,0.298367346938776,0.299795918367347,0.26765306122449,0.286836734693878,0.271836734693878,0.286938775510204,0.297244897959184,0.318979591836735,0.297959183673469,0.312755102040816,0.348775510204082,0.280102040816327,0.310408163265306,0.324081632653061,0.27,0.276734693877551,0.277857142857143,0.314795918367347,0.274795918367347,0.246836734693878,0.259183673469388,0.271122448979592,0.287142857142857,0.277959183673469,0.266428571428571,0.30530612244898,0.301326530612245,0.276734693877551,0.258673469387755,0.280204081632653,0.25734693877551,0.334387755102041,0.303571428571429,0.260918367346939,0.291326530612245,0.308673469387755,0.282551020408163,0.269285714285714,0.281938775510204,0.301632653061224,0.289081632653061,0.297142857142857,0.316224489795918,0.265102040816327,0.286428571428571,0.288265306122449,0.258367346938775,0.303469387755102,0.321734693877551,0.353163265306122,0.321938775510204,0.293367346938776,0.307142857142857,0.323163265306122,0.26234693877551,0.206122448979592,0.261326530612245,0,0.335816326530612,0.229591836734694,0.224795918367347,0.269897959183673,0.309387755102041,0.238469387755102,0.228979591836735,0.228061224489796,0.236020408163265,0.29030612244898,0.285714285714286,0.236224489795918,0.246836734693878,0.279897959183673,0.22030612244898,0.266632653061224,0.219285714285714,0.31030612244898,0.282244897959184,0.306224489795918,0.372755102040816,0.314591836734694,0.327755102040816,0.324489795918367,0.321224489795918,0.307959183673469,0.254795918367347,0.257244897959184,0.307551020408163,0.281122448979592,0.278469387755102,0.305510204081633,0.308877551020408,0.283367346938776,0.289285714285714,0.25030612244898,0.326530612244898,0.301224489795918,0.255510204081633,0.41,0.277755102040816,0.230918367346939,0.237244897959184,0.246428571428571,0.242551020408163,0.220714285714286,0.263367346938776,0.275918367346939,0.276836734693878,0.235714285714286,0.272959183673469,0.259387755102041,0.356836734693878,0.275612244897959,0.229081632653061,0.254285714285714,0.267040816326531,0.325,0.244489795918367
"R_W5_T4_114",0.423061224489796,0.401938775510204,0.406938775510204,0.402142857142857,0.364183673469388,0.363571428571429,0.335408163265306,0.372244897959184,0.341530612244898,0.425102040816327,0.395816326530612,0.401632653061224,0.434897959183673,0.362142857142857,0.420102040816327,0.432040816326531,0.344591836734694,0.313571428571429,0.360204081632653,0.415816326530612,0.375408163265306,0.329795918367347,0.34469387755102,0.357755102040816,0.366122448979592,0.376938775510204,0.313061224489796,0.384591836734694,0.385102040816327,0.301428571428571,0.340918367346939,0.296428571428571,0.316632653061225,0.320408163265306,0.390612244897959,0.356428571428571,0.417040816326531,0.440510204081633,0.418979591836735,0.351428571428571,0.402040816326531,0.421530612244898,0.381530612244898,0.42,0.434183673469388,0.399387755102041,0.401836734693878,0.411734693877551,0.385816326530612,0.428061224489796,0.432857142857143,0.460816326530612,0.419897959183673,0.406530612244898,0.411632653061224,0.440510204081633,0.380510204081633,0.334795918367347,0.338877551020408,0.335816326530612,0,0.312959183673469,0.283163265306122,0.401428571428571,0.397857142857143,0.341020408163265,0.28265306122449,0.283469387755102,0.29530612244898,0.406938775510204,0.383061224489796,0.352244897959184,0.351734693877551,0.32265306122449,0.332040816326531,0.392142857142857,0.344081632653061,0.4,0.404285714285714,0.40469387755102,0.471020408163265,0.440612244897959,0.45030612244898,0.42765306122449,0.424897959183673,0.416632653061224,0.382959183673469,0.384183673469388,0.403061224489796,0.400612244897959,0.405816326530612,0.394591836734694,0.414183673469388,0.389897959183673,0.406020408163265,0.354897959183673,0.423571428571429,0.429081632653061,0.344795918367347,0.504795918367347,0.380612244897959,0.360204081632653,0.317142857142857,0.315918367346939,0.347959183673469,0.334285714285714,0.336428571428571,0.396938775510204,0.299081632653061,0.361938775510204,0.379285714285714,0.373673469387755,0.39765306122449,0.365102040816327,0.316938775510204,0.282142857142857,0.401428571428571,0.383367346938775,0.315714285714286
"R_W5_T4_115",0.250816326530612,0.249081632653061,0.261224489795918,0.278265306122449,0.234285714285714,0.243673469387755,0.231938775510204,0.255204081632653,0.256428571428571,0.300612244897959,0.279897959183673,0.292551020408163,0.311938775510204,0.251632653061225,0.281020408163265,0.285102040816327,0.234795918367347,0.254489795918367,0.214591836734694,0.289489795918367,0.228877551020408,0.213571428571429,0.222959183673469,0.264795918367347,0.236734693877551,0.242142857142857,0.211122448979592,0.26530612244898,0.281938775510204,0.22530612244898,0.272755102040816,0.256632653061225,0.229285714285714,0.32265306122449,0.287448979591837,0.238163265306122,0.26765306122449,0.273673469387755,0.256122448979592,0.281326530612245,0.223673469387755,0.251938775510204,0.242448979591837,0.241224489795918,0.264081632653061,0.244387755102041,0.244897959183673,0.233979591836735,0.20469387755102,0.283673469387755,0.325,0.326326530612245,0.285408163265306,0.288775510204082,0.328571428571429,0.29765306122449,0.213469387755102,0.18030612244898,0.266326530612245,0.229591836734694,0.312959183673469,0,0.187857142857143,0.214081632653061,0.24765306122449,0.157551020408163,0.174897959183673,0.209795918367347,0.188775510204082,0.262244897959184,0.268163265306122,0.218571428571429,0.211122448979592,0.279387755102041,0.200918367346939,0.259489795918367,0.219081632653061,0.313877551020408,0.305714285714286,0.298061224489796,0.33265306122449,0.292551020408163,0.316530612244898,0.286836734693878,0.312448979591837,0.291938775510204,0.254081632653061,0.267244897959184,0.286632653061224,0.27530612244898,0.288571428571429,0.306836734693878,0.301020408163265,0.315714285714286,0.307551020408163,0.230612244897959,0.298265306122449,0.276428571428571,0.238877551020408,0.426428571428571,0.24734693877551,0.254183673469388,0.220918367346939,0.246224489795918,0.237448979591837,0.220918367346939,0.234183673469388,0.271632653061224,0.227040816326531,0.228163265306122,0.29234693877551,0.29469387755102,0.352244897959184,0.259897959183673,0.228469387755102,0.249183673469388,0.263979591836735,0.34969387755102,0.24030612244898
"R_W5_T4_116",0.28,0.285918367346939,0.28765306122449,0.302959183673469,0.239183673469388,0.263979591836735,0.223469387755102,0.278469387755102,0.281122448979592,0.319183673469388,0.275918367346939,0.29969387755102,0.343469387755102,0.263877551020408,0.301428571428571,0.302959183673469,0.272755102040816,0.286326530612245,0.242142857142857,0.299489795918367,0.241734693877551,0.226632653061224,0.261326530612245,0.290102040816327,0.273367346938776,0.263571428571429,0.237755102040816,0.286734693877551,0.288877551020408,0.241224489795918,0.279387755102041,0.269897959183673,0.268469387755102,0.342857142857143,0.297448979591837,0.237244897959184,0.286122448979592,0.300816326530612,0.275408163265306,0.24265306122449,0.256734693877551,0.303979591836735,0.278163265306122,0.286530612244898,0.306326530612245,0.258571428571429,0.266938775510204,0.278877551020408,0.246224489795918,0.316938775510204,0.346530612244898,0.369591836734694,0.316938775510204,0.323265306122449,0.326938775510204,0.326020408163265,0.230612244897959,0.187142857142857,0.199183673469388,0.224795918367347,0.283163265306122,0.187857142857143,0,0.241428571428571,0.257551020408163,0.188469387755102,0.207755102040816,0.186326530612245,0.225,0.287959183673469,0.264285714285714,0.248265306122449,0.241326530612245,0.250918367346939,0.209285714285714,0.253673469387755,0.210816326530612,0.311122448979592,0.309897959183673,0.29765306122449,0.363571428571429,0.297551020408163,0.34265306122449,0.318265306122449,0.337551020408163,0.301836734693878,0.266428571428571,0.269489795918367,0.297959183673469,0.273877551020408,0.295816326530612,0.327959183673469,0.310816326530612,0.297142857142857,0.30969387755102,0.245408163265306,0.328367346938776,0.307448979591837,0.243367346938776,0.438775510204082,0.285612244897959,0.253571428571429,0.243979591836735,0.266938775510204,0.252755102040816,0.233571428571429,0.257755102040816,0.292959183673469,0.257755102040816,0.236938775510204,0.292959183673469,0.297857142857143,0.336938775510204,0.265510204081633,0.23469387755102,0.218775510204082,0.274489795918367,0.353163265306122,0.248673469387755
"R_W5_T4_118",0.216836734693878,0.23265306122449,0.238775510204082,0.283265306122449,0.225918367346939,0.248877551020408,0.24969387755102,0.271938775510204,0.310204081632653,0.256428571428571,0.23530612244898,0.291326530612245,0.298061224489796,0.277142857142857,0.263061224489796,0.262959183673469,0.296020408163265,0.311938775510204,0.229795918367347,0.263469387755102,0.221530612244898,0.243979591836735,0.277959183673469,0.312755102040816,0.288775510204082,0.272857142857143,0.27969387755102,0.281428571428571,0.265714285714286,0.288265306122449,0.283163265306122,0.317755102040816,0.323673469387755,0.376224489795918,0.323367346938776,0.266632653061224,0.221224489795918,0.243673469387755,0.206428571428571,0.231020408163265,0.191122448979592,0.182448979591837,0.203979591836735,0.206632653061224,0.22469387755102,0.170816326530612,0.22969387755102,0.207040816326531,0.193775510204082,0.227142857142857,0.28530612244898,0.268469387755102,0.254183673469388,0.23765306122449,0.253469387755102,0.282244897959184,0.194897959183673,0.203775510204082,0.247142857142857,0.269897959183673,0.401428571428571,0.214081632653061,0.241428571428571,0,0.241734693877551,0.216632653061224,0.242755102040816,0.274897959183673,0.273673469387755,0.246938775510204,0.215918367346939,0.220510204081633,0.250408163265306,0.306224489795918,0.222959183673469,0.228469387755102,0.217142857142857,0.288673469387755,0.264285714285714,0.27469387755102,0.341734693877551,0.273163265306122,0.264081632653061,0.285816326530612,0.295,0.267244897959184,0.255612244897959,0.246632653061224,0.26765306122449,0.249897959183673,0.248061224489796,0.298265306122449,0.256632653061225,0.259795918367347,0.258775510204082,0.22969387755102,0.293061224489796,0.236326530612245,0.283367346938776,0.406326530612245,0.24030612244898,0.247959183673469,0.261428571428571,0.278469387755102,0.268571428571429,0.244489795918367,0.285204081632653,0.228877551020408,0.286938775510204,0.246938775510204,0.258775510204082,0.280612244897959,0.363877551020408,0.261836734693878,0.264285714285714,0.266122448979592,0.245102040816327,0.348265306122449,0.247142857142857
"R_W5_T4_134",0.201938775510204,0.218367346938776,0.198367346938776,0.288979591836735,0.23530612244898,0.266428571428571,0.238469387755102,0.298571428571429,0.33030612244898,0.276530612244898,0.250204081632653,0.286530612244898,0.287857142857143,0.241428571428571,0.189183673469388,0.193571428571429,0.289795918367347,0.358979591836735,0.210204081632653,0.239795918367347,0.233775510204082,0.238469387755102,0.302755102040816,0.34030612244898,0.248877551020408,0.225816326530612,0.293673469387755,0.269081632653061,0.256428571428571,0.259387755102041,0.325408163265306,0.30469387755102,0.299387755102041,0.394081632653061,0.27265306122449,0.286122448979592,0.231530612244898,0.193265306122449,0.207142857142857,0.23765306122449,0.246938775510204,0.259591836734694,0.260408163265306,0.241938775510204,0.294183673469388,0.219795918367347,0.19530612244898,0.200204081632653,0.226224489795918,0.235612244897959,0.322959183673469,0.273775510204082,0.24265306122449,0.281530612244898,0.256530612244898,0.221020408163265,0.210204081632653,0.25,0.300918367346939,0.309387755102041,0.397857142857143,0.24765306122449,0.257551020408163,0.241734693877551,0,0.208673469387755,0.277142857142857,0.264387755102041,0.284387755102041,0.212448979591837,0.208469387755102,0.252551020408163,0.274285714285714,0.314897959183673,0.271836734693878,0.257142857142857,0.219387755102041,0.265816326530612,0.279795918367347,0.269591836734694,0.283367346938776,0.225918367346939,0.283571428571429,0.256734693877551,0.256122448979592,0.244795918367347,0.253775510204082,0.278367346938776,0.232244897959184,0.219795918367347,0.232857142857143,0.304897959183673,0.281530612244898,0.295918367346939,0.287244897959184,0.260102040816327,0.22969387755102,0.258979591836735,0.248673469387755,0.411938775510204,0.222959183673469,0.282142857142857,0.293673469387755,0.349285714285714,0.256734693877551,0.255918367346939,0.240102040816327,0.27234693877551,0.284489795918367,0.271734693877551,0.266734693877551,0.31734693877551,0.391122448979592,0.315612244897959,0.299285714285714,0.320612244897959,0.290816326530612,0.417857142857143,0.298673469387755
"R_W5_T4_136",0.197551020408163,0.214387755102041,0.22234693877551,0.246224489795918,0.210510204081633,0.216530612244898,0.200714285714286,0.218673469387755,0.255,0.272040816326531,0.237040816326531,0.235714285714286,0.273673469387755,0.215510204081633,0.245408163265306,0.24,0.228469387755102,0.268265306122449,0.18469387755102,0.255612244897959,0.216020408163265,0.208775510204082,0.218979591836735,0.270408163265306,0.203061224489796,0.209489795918367,0.212551020408163,0.253061224489796,0.243265306122449,0.210204081632653,0.267040816326531,0.245102040816327,0.234897959183673,0.304489795918367,0.245102040816327,0.197244897959184,0.248367346938776,0.240816326530612,0.221428571428571,0.263673469387755,0.21265306122449,0.259489795918367,0.247551020408163,0.235204081632653,0.26765306122449,0.218367346938776,0.205,0.200102040816327,0.201632653061224,0.259081632653061,0.321020408163265,0.305102040816327,0.26469387755102,0.271632653061224,0.299795918367347,0.263571428571429,0.191530612244898,0.173469387755102,0.271428571428571,0.238469387755102,0.341020408163265,0.157551020408163,0.188469387755102,0.216632653061224,0.208673469387755,0,0.19765306122449,0.20234693877551,0.211938775510204,0.244795918367347,0.244081632653061,0.232244897959184,0.213877551020408,0.281734693877551,0.203265306122449,0.24765306122449,0.190102040816327,0.297857142857143,0.272448979591837,0.274387755102041,0.305714285714286,0.26469387755102,0.314081632653061,0.288673469387755,0.296734693877551,0.278163265306122,0.23234693877551,0.248469387755102,0.27265306122449,0.255612244897959,0.256224489795918,0.291020408163265,0.285408163265306,0.306224489795918,0.297857142857143,0.224897959183673,0.278979591836735,0.277040816326531,0.226326530612245,0.403979591836735,0.228163265306122,0.237244897959184,0.211734693877551,0.274897959183673,0.238979591836735,0.222448979591837,0.219591836734694,0.243265306122449,0.221326530612245,0.211020408163265,0.271734693877551,0.266632653061224,0.34969387755102,0.246326530612245,0.221938775510204,0.258265306122449,0.259285714285714,0.332755102040816,0.237142857142857
"R_W5_T4_137",0.265918367346939,0.274081632653061,0.266734693877551,0.278265306122449,0.200510204081633,0.211938775510204,0.204387755102041,0.23734693877551,0.212040816326531,0.276938775510204,0.23734693877551,0.272551020408163,0.311836734693878,0.237448979591837,0.27969387755102,0.273877551020408,0.209795918367347,0.18030612244898,0.219387755102041,0.283367346938776,0.214387755102041,0.177959183673469,0.186224489795918,0.26,0.245612244897959,0.24530612244898,0.175816326530612,0.253979591836735,0.250816326530612,0.193571428571429,0.243571428571429,0.208673469387755,0.195714285714286,0.268265306122449,0.281632653061224,0.211122448979592,0.270510204081633,0.309795918367347,0.258979591836735,0.280102040816327,0.250204081632653,0.270714285714286,0.243061224489796,0.259387755102041,0.283061224489796,0.242857142857143,0.264795918367347,0.259489795918367,0.222959183673469,0.302142857142857,0.317857142857143,0.319897959183673,0.279285714285714,0.295918367346939,0.322448979591837,0.320204081632653,0.245612244897959,0.195816326530612,0.268979591836735,0.228979591836735,0.28265306122449,0.174897959183673,0.207755102040816,0.242755102040816,0.277142857142857,0.19765306122449,0,0.196836734693878,0.170408163265306,0.267755102040816,0.272857142857143,0.211122448979592,0.201428571428571,0.268775510204082,0.207551020408163,0.250204081632653,0.211836734693878,0.298061224489796,0.301734693877551,0.272244897959184,0.367040816326531,0.308367346938775,0.320714285714286,0.295102040816327,0.309183673469388,0.275204081632653,0.25,0.271428571428571,0.286020408163265,0.272959183673469,0.268061224489796,0.317959183673469,0.293061224489796,0.296632653061224,0.299183673469388,0.224489795918367,0.297244897959184,0.276938775510204,0.272142857142857,0.446020408163265,0.256836734693878,0.239285714285714,0.189489795918367,0.220102040816327,0.226020408163265,0.202755102040816,0.232040816326531,0.278775510204082,0.214489795918367,0.254897959183673,0.279387755102041,0.294285714285714,0.341326530612245,0.24969387755102,0.206122448979592,0.227448979591837,0.294387755102041,0.322959183673469,0.18734693877551
"R_W5_T4_139",0.27734693877551,0.281428571428571,0.275816326530612,0.274387755102041,0.223367346938776,0.241836734693878,0.206632653061224,0.25969387755102,0.245204081632653,0.274183673469388,0.257448979591837,0.283571428571429,0.323775510204082,0.250918367346939,0.295816326530612,0.294795918367347,0.214591836734694,0.237551020408163,0.221224489795918,0.300612244897959,0.255816326530612,0.193775510204082,0.208571428571429,0.261632653061224,0.256938775510204,0.258265306122449,0.240510204081633,0.27734693877551,0.263061224489796,0.232959183673469,0.249285714285714,0.253877551020408,0.245714285714286,0.321734693877551,0.275714285714286,0.239897959183673,0.272142857142857,0.308367346938775,0.275714285714286,0.257959183673469,0.265204081632653,0.301632653061224,0.263979591836735,0.281224489795918,0.301428571428571,0.256836734693878,0.272857142857143,0.268061224489796,0.240510204081633,0.30969387755102,0.333163265306122,0.341632653061224,0.29734693877551,0.316428571428571,0.316428571428571,0.326530612244898,0.24734693877551,0.219183673469388,0.249489795918367,0.228061224489796,0.283469387755102,0.209795918367347,0.186326530612245,0.274897959183673,0.264387755102041,0.20234693877551,0.196836734693878,0,0.190612244897959,0.263163265306122,0.253571428571429,0.222959183673469,0.194897959183673,0.260510204081633,0.251632653061225,0.251020408163265,0.220918367346939,0.291326530612245,0.297551020408163,0.255816326530612,0.351734693877551,0.306428571428571,0.315102040816327,0.276428571428571,0.290918367346939,0.278877551020408,0.257142857142857,0.276938775510204,0.251122448979592,0.268265306122449,0.280612244897959,0.28734693877551,0.264489795918367,0.278163265306122,0.295204081632653,0.220102040816327,0.285510204081633,0.293571428571429,0.243673469387755,0.440102040816327,0.272959183673469,0.263571428571429,0.243775510204082,0.277040816326531,0.20765306122449,0.218265306122449,0.24969387755102,0.292244897959184,0.268469387755102,0.255204081632653,0.281122448979592,0.280102040816327,0.339183673469388,0.26469387755102,0.247040816326531,0.243061224489796,0.300204081632653,0.344489795918367,0.261836734693878
"R_W5_T4_140",0.28765306122449,0.281734693877551,0.283877551020408,0.289285714285714,0.212040816326531,0.240612244897959,0.221224489795918,0.243163265306122,0.202857142857143,0.273163265306122,0.237040816326531,0.296632653061224,0.323979591836735,0.248061224489796,0.288775510204082,0.296938775510204,0.18969387755102,0.204489795918367,0.23530612244898,0.300408163265306,0.237142857142857,0.195612244897959,0.174591836734694,0.239897959183673,0.243367346938776,0.257448979591837,0.191836734693878,0.267244897959184,0.256734693877551,0.194897959183673,0.230510204081633,0.196938775510204,0.193571428571429,0.281530612244898,0.272959183673469,0.225408163265306,0.268775510204082,0.29234693877551,0.25,0.276224489795918,0.255816326530612,0.278775510204082,0.261326530612245,0.271530612244898,0.289591836734694,0.244183673469388,0.282959183673469,0.264591836734694,0.221530612244898,0.297551020408163,0.29969387755102,0.318979591836735,0.280714285714286,0.28030612244898,0.306122448979592,0.315204081632653,0.244591836734694,0.205510204081633,0.280918367346939,0.236020408163265,0.29530612244898,0.188775510204082,0.225,0.273673469387755,0.284387755102041,0.211938775510204,0.170408163265306,0.190612244897959,0,0.271734693877551,0.273061224489796,0.221734693877551,0.214795918367347,0.269081632653061,0.229081632653061,0.250714285714286,0.221020408163265,0.285102040816327,0.279285714285714,0.263877551020408,0.36530612244898,0.312040816326531,0.315510204081633,0.301326530612245,0.311326530612245,0.287142857142857,0.253571428571429,0.263775510204082,0.269183673469388,0.27765306122449,0.267857142857143,0.28,0.268265306122449,0.286020408163265,0.298673469387755,0.198775510204082,0.281326530612245,0.256938775510204,0.242142857142857,0.441836734693878,0.254591836734694,0.242448979591837,0.18234693877551,0.224897959183673,0.220612244897959,0.204489795918367,0.243775510204082,0.269591836734694,0.217959183673469,0.234081632653061,0.262040816326531,0.265510204081633,0.338265306122449,0.240612244897959,0.201326530612245,0.215714285714286,0.287755102040816,0.30765306122449,0.183061224489796
